Login_page,Class,Status,DOD,Last_update_date
423008,Economy/Coach,complete,10/7/2015 12:00:00 AM,
485535,Economy/Coach,complete,10/7/2015 12:00:00 AM,
469567,Economy/Coach,complete,10/7/2015 12:00:00 AM,
341232,Economy/Coach,complete,10/7/2015 12:00:00 AM,
485656,Economy/Coach,complete,10/7/2015 12:00:00 AM,
643223,Economy/Coach,complete,10/7/2015 12:00:00 AM,
323230,Economy/Coach,complete,10/7/2015 12:00:00 AM,
639671,Economy/Coach,complete,10/7/2015 12:00:00 AM,
457427,Business,complete,10/7/2015 12:00:00 AM,
335756,Economy/Coach,complete,10/7/2015 12:00:00 AM,
643128,Economy/Coach,complete,10/7/2015 12:00:00 AM,
197202,Economy/Coach,complete,10/7/2015 12:00:00 AM,
469573,Economy/Coach,complete,10/7/2015 12:00:00 AM,
309417,Economy/Coach,complete,10/7/2015 12:00:00 AM,
200471,Economy/Coach,complete,10/7/2015 12:00:00 AM,
344851,Economy/Coach,complete,10/7/2015 12:00:00 AM,
485704,Economy/Coach,complete,10/7/2015 12:00:00 AM,
337045,Economy/Coach,complete,10/7/2015 12:00:00 AM,
423057,Economy/Coach,complete,10/7/2015 12:00:00 AM,
487112,Economy/Coach,complete,10/7/2015 12:00:00 AM,
164942,Economy/Coach,complete,10/7/2015 12:00:00 AM,
413423,Economy/Coach,complete,10/7/2015 12:00:00 AM,
423107,Economy/Coach,complete,10/7/2015 12:00:00 AM,
423076,Economy/Coach,complete,10/8/2015 12:00:00 AM,
164915,Economy/Coach,complete,10/8/2015 12:00:00 AM,
419297,Economy/Coach,complete,10/8/2015 12:00:00 AM,
485722,Economy/Coach,complete,10/8/2015 12:00:00 AM,
487398,Economy/Coach,complete,10/8/2015 12:00:00 AM,
485703,Economy/Coach,complete,10/8/2015 12:00:00 AM,
337025,Economy/Coach,complete,10/8/2015 12:00:00 AM,
423109,Economy/Coach,complete,10/8/2015 12:00:00 AM,
165521,Economy/Coach,complete,10/8/2015 12:00:00 AM,
423119,Economy/Coach,complete,10/8/2015 12:00:00 AM,
485660,Business,complete,10/8/2015 12:00:00 AM,
419278,Economy/Coach,complete,10/8/2015 12:00:00 AM,
423101,Economy/Coach,complete,10/8/2015 12:00:00 AM,
323005,Economy/Coach,complete,10/8/2015 12:00:00 AM,
419288,Economy/Coach,complete,10/8/2015 12:00:00 AM,
344944,Economy/Coach,complete,10/8/2015 12:00:00 AM,
335782,Economy/Coach,complete,10/8/2015 12:00:00 AM,
324094,Economy/Coach,complete,10/8/2015 12:00:00 AM,
451052,Business,complete,10/8/2015 12:00:00 AM,
487433,Economy/Coach,complete,10/8/2015 12:00:00 AM,
419290,Economy/Coach,complete,10/8/2015 12:00:00 AM,
419283,Economy/Coach,complete,10/8/2015 12:00:00 AM,
485689,Economy/Coach,complete,10/8/2015 12:00:00 AM,
643047,Economy/Coach,complete,10/9/2015 12:00:00 AM,
487104,Economy/Coach,complete,10/9/2015 12:00:00 AM,
418537,Economy/Coach,complete,10/9/2015 12:00:00 AM,
419259,Economy/Coach,complete,10/9/2015 12:00:00 AM,
423052,Economy/Coach,complete,10/9/2015 12:00:00 AM,
418613,Economy/Coach,complete,10/9/2015 12:00:00 AM,
324240,Economy/Coach,complete,10/9/2015 12:00:00 AM,
337047,Economy/Coach,complete,10/9/2015 12:00:00 AM,
570985,Business,complete,10/9/2015 12:00:00 AM,
419269,Economy/Coach,complete,10/9/2015 12:00:00 AM,
485569,Economy/Coach,complete,10/9/2015 12:00:00 AM,
537655,Economy/Coach,complete,10/9/2015 12:00:00 AM,
485700,Economy/Coach,complete,10/9/2015 12:00:00 AM,
643218,Economy/Coach,complete,10/9/2015 12:00:00 AM,
487801,Economy/Coach,complete,10/9/2015 12:00:00 AM,
570509,Business,complete,10/9/2015 12:00:00 AM,
641333,Economy/Coach,complete,10/9/2015 12:00:00 AM,
487413,Economy/Coach,complete,10/9/2015 12:00:00 AM,
410934,Economy/Coach,complete,10/9/2015 12:00:00 AM,
213788,Economy/Coach,complete,10/9/2015 12:00:00 AM,
324216,Economy/Coach,complete,10/9/2015 12:00:00 AM,
485600,Economy/Coach,complete,10/9/2015 12:00:00 AM,
344958,Economy/Coach,complete,10/9/2015 12:00:00 AM,
642920,Economy/Coach,complete,10/9/2015 12:00:00 AM,
487697,Economy/Coach,complete,10/10/2015 12:00:00 AM,
485665,Economy/Coach,complete,10/10/2015 12:00:00 AM,
324235,Economy/Coach,complete,10/10/2015 12:00:00 AM,
419270,Economy/Coach,complete,10/10/2015 12:00:00 AM,
643152,Economy/Coach,complete,10/10/2015 12:00:00 AM,
297444,Economy/Coach,complete,10/10/2015 12:00:00 AM,
485688,Economy/Coach,complete,10/10/2015 12:00:00 AM,
335788,Economy/Coach,complete,10/10/2015 12:00:00 AM,
423131,Economy/Coach,complete,10/11/2015 12:00:00 AM,
487789,Economy/Coach,complete,10/10/2015 12:00:00 AM,
423136,Economy/Coach,complete,10/10/2015 12:00:00 AM,
419254,Economy/Coach,complete,10/10/2015 12:00:00 AM,
419279,Economy/Coach,complete,10/10/2015 12:00:00 AM,
333558,Economy/Coach,complete,10/10/2015 12:00:00 AM,
337082,Economy/Coach,complete,10/10/2015 12:00:00 AM,
537309,Economy/Coach,complete,10/10/2015 12:00:00 AM,
487767,Economy/Coach,complete,10/10/2015 12:00:00 AM,
487573,Economy/Coach,complete,10/10/2015 12:00:00 AM,
306187,Business,complete,10/11/2015 12:00:00 AM,
197176,Economy/Coach,complete,10/11/2015 12:00:00 AM,
487477,Economy/Coach,complete,10/11/2015 12:00:00 AM,
450906,Economy/Coach,complete,10/11/2015 12:00:00 AM,
337145,Economy/Coach,complete,10/11/2015 12:00:00 AM,
417013,Economy/Coach,complete,10/11/2015 12:00:00 AM,
487648,Economy/Coach,complete,10/11/2015 12:00:00 AM,
640006,Economy/Coach,complete,10/11/2015 12:00:00 AM,
414287,Economy/Coach,complete,10/11/2015 12:00:00 AM,
197221,Economy/Coach,complete,10/11/2015 12:00:00 AM,
163683,Economy/Coach,complete,10/11/2015 12:00:00 AM,
487737,Economy/Coach,complete,10/11/2015 12:00:00 AM,
487739,Economy/Coach,complete,10/11/2015 12:00:00 AM,
337089,Economy/Coach,complete,10/11/2015 12:00:00 AM,
337154,Economy/Coach,complete,10/11/2015 12:00:00 AM,
487430,Economy/Coach,complete,10/11/2015 12:00:00 AM,
644577,Economy/Coach,complete,10/11/2015 12:00:00 AM,
469516,Business,complete,10/11/2015 12:00:00 AM,
337161,Economy/Coach,complete,10/11/2015 12:00:00 AM,
447112,Business,complete,10/11/2015 12:00:00 AM,
337116,Economy/Coach,complete,10/11/2015 12:00:00 AM,
414382,Economy/Coach,complete,10/11/2015 12:00:00 AM,
337079,Economy/Coach,complete,10/12/2015 12:00:00 AM,
343224,Economy/Coach,complete,10/12/2015 12:00:00 AM,
337175,Economy/Coach,complete,10/12/2015 12:00:00 AM,
484667,Economy/Coach,complete,10/12/2015 12:00:00 AM,
423073,Economy/Coach,complete,10/12/2015 12:00:00 AM,
640001,Economy/Coach,complete,10/12/2015 12:00:00 AM,
423091,Economy/Coach,complete,10/12/2015 12:00:00 AM,
337030,Economy/Coach,complete,10/12/2015 12:00:00 AM,
640008,Economy/Coach,complete,10/12/2015 12:00:00 AM,
347684,Economy/Coach,complete,10/12/2015 12:00:00 AM,
137182,Economy/Coach,complete,10/12/2015 12:00:00 AM,
640007,Economy/Coach,complete,10/12/2015 12:00:00 AM,
335790,Economy/Coach,complete,10/12/2015 12:00:00 AM,
487675,Economy/Coach,complete,10/12/2015 12:00:00 AM,
470112,Economy/Coach,complete,10/12/2015 12:00:00 AM,
324225,Economy/Coach,complete,10/12/2015 12:00:00 AM,
337160,Economy/Coach,complete,10/12/2015 12:00:00 AM,
487743,Economy/Coach,complete,10/12/2015 12:00:00 AM,
337133,Economy/Coach,complete,10/12/2015 12:00:00 AM,
485715,Business,complete,10/12/2015 12:00:00 AM,
487940,Economy/Coach,complete,10/12/2015 12:00:00 AM,
487894,Economy/Coach,complete,10/13/2015 12:00:00 AM,
323099,Economy/Coach,complete,10/13/2015 12:00:00 AM,
487887,Economy/Coach,complete,10/13/2015 12:00:00 AM,
487540,Economy/Coach,complete,10/13/2015 12:00:00 AM,
165018,Economy/Coach,complete,10/13/2015 12:00:00 AM,
423186,Economy/Coach,complete,10/13/2015 12:00:00 AM,
644664,Economy/Coach,complete,10/13/2015 12:00:00 AM,
487776,Economy/Coach,complete,10/13/2015 12:00:00 AM,
337115,Economy/Coach,complete,10/13/2015 12:00:00 AM,
340195,Business,complete,10/13/2015 12:00:00 AM,
487825,Business,complete,10/13/2015 12:00:00 AM,
344936,Economy/Coach,complete,10/13/2015 12:00:00 AM,
164910,Economy/Coach,complete,10/13/2015 12:00:00 AM,
164932,Economy/Coach,complete,10/13/2015 12:00:00 AM,
337155,Economy/Coach,complete,10/13/2015 12:00:00 AM,
337070,Economy/Coach,complete,10/13/2015 12:00:00 AM,
419025,Economy/Coach,complete,10/13/2015 12:00:00 AM,
644538,Economy/Coach,complete,10/14/2015 12:00:00 AM,
164884,Economy/Coach,complete,10/14/2015 12:00:00 AM,
487701,Business,complete,10/14/2015 12:00:00 AM,
324222,Economy/Coach,complete,10/14/2015 12:00:00 AM,
487504,Economy/Coach,complete,10/14/2015 12:00:00 AM,
487933,Economy/Coach,complete,10/14/2015 12:00:00 AM,
165684,Economy/Coach,complete,10/14/2015 12:00:00 AM,
644536,Economy/Coach,complete,10/14/2015 12:00:00 AM,
235108,Business,complete,10/14/2015 12:00:00 AM,
423166,Economy/Coach,complete,10/14/2015 12:00:00 AM,
324236,Economy/Coach,complete,10/14/2015 12:00:00 AM,
485710,Economy/Coach,complete,10/14/2015 12:00:00 AM,
335795,Economy/Coach,complete,10/14/2015 12:00:00 AM,
337080,Economy/Coach,complete,10/14/2015 12:00:00 AM,
643536,Economy/Coach,complete,10/14/2015 12:00:00 AM,
482754,Economy/Coach,complete,10/14/2015 12:00:00 AM,
485651,Economy/Coach,complete,10/14/2015 12:00:00 AM,
487585,Economy/Coach,complete,10/14/2015 12:00:00 AM,
419306,Economy/Coach,complete,10/14/2015 12:00:00 AM,
335825,Economy/Coach,complete,10/14/2015 12:00:00 AM,
487644,Economy/Coach,complete,10/14/2015 12:00:00 AM,
482845,Economy/Coach,complete,10/14/2015 12:00:00 AM,
485646,Economy/Coach,complete,10/14/2015 12:00:00 AM,
482804,Business,complete,10/15/2015 12:00:00 AM,
482832,Business,complete,10/15/2015 12:00:00 AM,
487923,Economy/Coach,complete,10/15/2015 12:00:00 AM,
419258,Business,complete,10/15/2015 12:00:00 AM,
487597,Economy/Coach,complete,10/15/2015 12:00:00 AM,
337039,Economy/Coach,complete,10/15/2015 12:00:00 AM,
335751,Business,complete,10/15/2015 12:00:00 AM,
337110,Economy/Coach,complete,10/15/2015 12:00:00 AM,
419027,Economy/Coach,complete,10/15/2015 12:00:00 AM,
335760,Economy/Coach,complete,10/15/2015 12:00:00 AM,
419315,Economy/Coach,complete,10/15/2015 12:00:00 AM,
487910,Economy/Coach,complete,10/15/2015 12:00:00 AM,
309484,Economy/Coach,complete,10/15/2015 12:00:00 AM,
487718,Business,complete,10/15/2015 12:00:00 AM,
235107,Business,complete,10/15/2015 12:00:00 AM,
470508,Economy/Coach,complete,10/15/2015 12:00:00 AM,
393247,Economy/Coach,complete,10/15/2015 12:00:00 AM,
470518,Economy/Coach,complete,10/15/2015 12:00:00 AM,
419313,Economy/Coach,complete,10/15/2015 12:00:00 AM,
470541,Business,complete,10/15/2015 12:00:00 AM,
509635,Economy/Coach,complete,10/16/2015 12:00:00 AM,
482873,Economy/Coach,complete,10/16/2015 12:00:00 AM,
470619,Economy/Coach,complete,10/16/2015 12:00:00 AM,
470614,Economy/Coach,complete,10/16/2015 12:00:00 AM,
487642,Economy/Coach,complete,10/16/2015 12:00:00 AM,
470579,Economy/Coach,complete,10/16/2015 12:00:00 AM,
470559,Business,complete,10/16/2015 12:00:00 AM,
470716,Economy/Coach,complete,10/16/2015 12:00:00 AM,
470509,Economy/Coach,complete,10/16/2015 12:00:00 AM,
469562,Business,complete,10/16/2015 12:00:00 AM,
470526,Business,complete,10/16/2015 12:00:00 AM,
487982,Economy/Coach,complete,10/16/2015 12:00:00 AM,
335797,Business,complete,10/16/2015 12:00:00 AM,
457302,Economy/Coach,complete,10/16/2015 12:00:00 AM,
470712,Economy/Coach,complete,10/16/2015 12:00:00 AM,
335816,Economy/Coach,complete,10/16/2015 12:00:00 AM,
470739,Economy/Coach,complete,10/16/2015 12:00:00 AM,
470514,Economy/Coach,complete,10/17/2015 12:00:00 AM,
470692,Economy/Coach,complete,10/17/2015 12:00:00 AM,
641384,Economy/Coach,complete,10/17/2015 12:00:00 AM,
509083,Economy/Coach,complete,10/17/2015 12:00:00 AM,
418636,Economy/Coach,complete,10/17/2015 12:00:00 AM,
325772,Economy/Coach,complete,10/17/2015 12:00:00 AM,
486588,Economy/Coach,complete,10/17/2015 12:00:00 AM,
344940,Economy/Coach,complete,10/17/2015 12:00:00 AM,
470568,Economy/Coach,complete,10/17/2015 12:00:00 AM,
457298,Economy/Coach,complete,10/17/2015 12:00:00 AM,
452163,Economy/Coach,complete,10/17/2015 12:00:00 AM,
423086,Economy/Coach,complete,10/17/2015 12:00:00 AM,
509088,Economy/Coach,complete,10/17/2015 12:00:00 AM,
452086,Business,complete,10/17/2015 12:00:00 AM,
452038,Economy/Coach,complete,10/17/2015 12:00:00 AM,
337061,Economy/Coach,complete,10/17/2015 12:00:00 AM,
452127,Business,complete,10/17/2015 12:00:00 AM,
470652,Business,complete,10/17/2015 12:00:00 AM,
641367,Economy/Coach,complete,10/18/2015 12:00:00 AM,
484531,Economy/Coach,complete,10/18/2015 12:00:00 AM,
419314,Economy/Coach,complete,10/18/2015 12:00:00 AM,
470589,Economy/Coach,complete,10/18/2015 12:00:00 AM,
451839,Business,complete,10/18/2015 12:00:00 AM,
137192,Economy/Coach,complete,10/18/2015 12:00:00 AM,
335812,Economy/Coach,complete,10/18/2015 12:00:00 AM,
419317,Business,complete,10/18/2015 12:00:00 AM,
335814,Economy/Coach,complete,10/18/2015 12:00:00 AM,
337132,Economy/Coach,complete,10/18/2015 12:00:00 AM,
311143,Economy/Coach,complete,10/18/2015 12:00:00 AM,
470722,Economy/Coach,complete,10/18/2015 12:00:00 AM,
469563,Business,complete,10/18/2015 12:00:00 AM,
487627,Economy/Coach,complete,10/18/2015 12:00:00 AM,
414329,Economy/Coach,complete,10/18/2015 12:00:00 AM,
470651,Economy/Coach,complete,10/18/2015 12:00:00 AM,
641397,Business,complete,10/18/2015 12:00:00 AM,
487584,Economy/Coach,complete,10/18/2015 12:00:00 AM,
452065,Economy/Coach,complete,10/18/2015 12:00:00 AM,
482781,Economy/Coach,complete,10/18/2015 12:00:00 AM,
308650,Economy/Coach,complete,10/19/2015 12:00:00 AM,
457290,Economy/Coach,complete,10/19/2015 12:00:00 AM,
419312,Economy/Coach,complete,10/19/2015 12:00:00 AM,
254708,Economy/Coach,complete,10/19/2015 12:00:00 AM,
423114,Economy/Coach,complete,10/19/2015 12:00:00 AM,
344798,Economy/Coach,complete,10/19/2015 12:00:00 AM,
164923,Business,complete,10/19/2015 12:00:00 AM,
309399,Economy/Coach,complete,10/19/2015 12:00:00 AM,
457288,Economy/Coach,complete,10/19/2015 12:00:00 AM,
486586,Economy/Coach,complete,10/19/2015 12:00:00 AM,
452190,Economy/Coach,complete,10/20/2015 12:00:00 AM,
46563,Economy/Coach,complete,10/20/2015 12:00:00 AM,
419304,Economy/Coach,complete,10/20/2015 12:00:00 AM,
470621,Economy/Coach,complete,10/20/2015 12:00:00 AM,
534701,Economy/Coach,complete,10/20/2015 12:00:00 AM,
470709,Economy/Coach,complete,10/20/2015 12:00:00 AM,
452171,Economy/Coach,complete,10/20/2015 12:00:00 AM,
487851,Economy/Coach,complete,10/20/2015 12:00:00 AM,
644604,Economy/Coach,complete,10/20/2015 12:00:00 AM,
414325,Economy/Coach,complete,10/20/2015 12:00:00 AM,
337146,Economy/Coach,complete,10/20/2015 12:00:00 AM,
309405,Business,complete,10/20/2015 12:00:00 AM,
418610,Economy/Coach,complete,10/20/2015 12:00:00 AM,
644698,Economy/Coach,complete,10/20/2015 12:00:00 AM,
337042,Economy/Coach,complete,10/20/2015 12:00:00 AM,
482961,Economy/Coach,complete,10/20/2015 12:00:00 AM,
137211,Economy/Coach,complete,10/20/2015 12:00:00 AM,
509078,Economy/Coach,complete,10/20/2015 12:00:00 AM,
470643,Economy/Coach,complete,10/20/2015 12:00:00 AM,
451921,Economy/Coach,complete,10/20/2015 12:00:00 AM,
400754,Economy/Coach,complete,10/21/2015 12:00:00 AM,
487655,Economy/Coach,complete,10/21/2015 12:00:00 AM,
641402,Economy/Coach,complete,10/21/2015 12:00:00 AM,
641394,Economy/Coach,complete,10/21/2015 12:00:00 AM,
452045,Economy/Coach,complete,10/21/2015 12:00:00 AM,
486593,Economy/Coach,complete,10/21/2015 12:00:00 AM,
486512,Economy/Coach,complete,10/21/2015 12:00:00 AM,
644541,Economy/Coach,complete,10/21/2015 12:00:00 AM,
423173,Economy/Coach,complete,10/21/2015 12:00:00 AM,
640004,Economy/Coach,complete,10/21/2015 12:00:00 AM,
644542,Economy/Coach,complete,10/21/2015 12:00:00 AM,
337056,Business,complete,10/21/2015 12:00:00 AM,
325759,Economy/Coach,complete,10/21/2015 12:00:00 AM,
468509,Economy/Coach,complete,10/22/2015 12:00:00 AM,
311114,Economy/Coach,complete,10/22/2015 12:00:00 AM,
452187,Economy/Coach,complete,10/22/2015 12:00:00 AM,
639652,Economy/Coach,complete,10/22/2015 12:00:00 AM,
643122,Economy/Coach,complete,10/22/2015 12:00:00 AM,
643533,Economy/Coach,complete,10/22/2015 12:00:00 AM,
641385,Economy/Coach,complete,10/22/2015 12:00:00 AM,
644665,Economy/Coach,complete,10/23/2015 12:00:00 AM,
311023,Economy/Coach,complete,10/23/2015 12:00:00 AM,
452008,Economy/Coach,complete,10/23/2015 12:00:00 AM,
137201,Economy/Coach,complete,10/23/2015 12:00:00 AM,
468524,Economy/Coach,complete,10/23/2015 12:00:00 AM,
137218,Economy/Coach,complete,10/23/2015 12:00:00 AM,
197710,Economy/Coach,complete,10/23/2015 12:00:00 AM,
482778,Economy/Coach,complete,10/23/2015 12:00:00 AM,
575990,Economy/Coach,complete,10/24/2015 12:00:00 AM,
641420,Economy/Coach,complete,10/25/2015 12:00:00 AM,
199543,Economy/Coach,complete,10/25/2015 12:00:00 AM,
484733,Economy/Coach,complete,10/25/2015 12:00:00 AM,
643543,Economy/Coach,complete,10/25/2015 12:00:00 AM,
643544,Economy/Coach,complete,10/25/2015 12:00:00 AM,
422541,Economy/Coach,complete,10/25/2015 12:00:00 AM,
643160,Economy/Coach,complete,10/25/2015 12:00:00 AM,
452054,Economy/Coach,complete,10/25/2015 12:00:00 AM,
486813,Business,complete,10/25/2015 12:00:00 AM,
486686,Economy/Coach,complete,10/25/2015 12:00:00 AM,
199591,Economy/Coach,complete,10/25/2015 12:00:00 AM,
199588,Economy/Coach,complete,10/25/2015 12:00:00 AM,
486592,Business,complete,10/25/2015 12:00:00 AM,
419280,Business,complete,10/26/2015 12:00:00 AM,
302498,Economy/Coach,complete,10/26/2015 12:00:00 AM,
46685,Economy/Coach,complete,10/26/2015 12:00:00 AM,
470694,Economy/Coach,complete,10/26/2015 12:00:00 AM,
530206,Economy/Coach,complete,10/26/2015 12:00:00 AM,
419303,Economy/Coach,complete,10/26/2015 12:00:00 AM,
486638,Economy/Coach,complete,10/26/2015 12:00:00 AM,
470744,Economy/Coach,complete,10/26/2015 12:00:00 AM,
199599,Economy/Coach,complete,10/26/2015 12:00:00 AM,
419063,Economy/Coach,complete,10/26/2015 12:00:00 AM,
450855,Economy/Coach,complete,10/26/2015 12:00:00 AM,
419296,Economy/Coach,complete,10/26/2015 12:00:00 AM,
451984,Business,complete,10/26/2015 12:00:00 AM,
641447,Economy/Coach,complete,10/26/2015 12:00:00 AM,
451571,Economy/Coach,complete,10/26/2015 12:00:00 AM,
30133,Business,complete,10/26/2015 12:00:00 AM,
470663,Economy/Coach,complete,10/26/2015 12:00:00 AM,
451512,Business,complete,10/26/2015 12:00:00 AM,
509096,Economy/Coach,complete,10/27/2015 12:00:00 AM,
451534,Economy/Coach,complete,10/27/2015 12:00:00 AM,
641455,Business,complete,10/27/2015 12:00:00 AM,
450818,Economy/Coach,complete,10/27/2015 12:00:00 AM,
452112,Economy/Coach,complete,10/27/2015 12:00:00 AM,
451513,Business,complete,10/27/2015 12:00:00 AM,
643538,Economy/Coach,complete,10/27/2015 12:00:00 AM,
507517,Economy/Coach,complete,10/27/2015 12:00:00 AM,
450802,Economy/Coach,complete,10/27/2015 12:00:00 AM,
451539,Business,complete,10/27/2015 12:00:00 AM,
487879,Business,complete,10/27/2015 12:00:00 AM,
199589,Economy/Coach,complete,10/27/2015 12:00:00 AM,
486256,Economy/Coach,complete,10/27/2015 12:00:00 AM,
450789,Economy/Coach,complete,10/27/2015 12:00:00 AM,
450821,Economy/Coach,complete,10/27/2015 12:00:00 AM,
199600,Economy/Coach,complete,10/27/2015 12:00:00 AM,
451501,Economy/Coach,complete,10/27/2015 12:00:00 AM,
535013,Economy/Coach,complete,10/27/2015 12:00:00 AM,
450872,Economy/Coach,complete,10/27/2015 12:00:00 AM,
469637,Economy/Coach,complete,10/27/2015 12:00:00 AM,
486317,Economy/Coach,complete,10/27/2015 12:00:00 AM,
451553,Economy/Coach,complete,10/27/2015 12:00:00 AM,
469627,Economy/Coach,complete,10/27/2015 12:00:00 AM,
450838,Economy/Coach,complete,10/28/2015 12:00:00 AM,
486328,Economy/Coach,complete,10/28/2015 12:00:00 AM,
450839,Economy/Coach,complete,10/28/2015 12:00:00 AM,
486305,Economy/Coach,complete,10/28/2015 12:00:00 AM,
165082,Economy/Coach,complete,10/28/2015 12:00:00 AM,
25921,Economy/Coach,complete,10/28/2015 12:00:00 AM,
450800,Economy/Coach,complete,10/28/2015 12:00:00 AM,
451549,Business,complete,10/28/2015 12:00:00 AM,
507529,Economy/Coach,complete,10/28/2015 12:00:00 AM,
485745,Economy/Coach,complete,10/28/2015 12:00:00 AM,
469604,Economy/Coach,complete,10/28/2015 12:00:00 AM,
641450,Economy/Coach,complete,10/28/2015 12:00:00 AM,
165046,Economy/Coach,complete,10/28/2015 12:00:00 AM,
501267,Economy/Coach,complete,10/28/2015 12:00:00 AM,
470255,Business,complete,10/28/2015 12:00:00 AM,
643577,Economy/Coach,complete,10/28/2015 12:00:00 AM,
485744,Economy/Coach,complete,10/28/2015 12:00:00 AM,
469620,Economy/Coach,complete,10/28/2015 12:00:00 AM,
412816,Economy/Coach,complete,10/28/2015 12:00:00 AM,
474362,Economy/Coach,complete,10/28/2015 12:00:00 AM,
199557,Economy/Coach,complete,10/28/2015 12:00:00 AM,
507533,Economy/Coach,complete,10/28/2015 12:00:00 AM,
538521,Economy/Coach,complete,10/28/2015 12:00:00 AM,
533525,Economy/Coach,complete,10/28/2015 12:00:00 AM,
470283,Economy/Coach,complete,10/28/2015 12:00:00 AM,
641418,Economy/Coach,complete,10/28/2015 12:00:00 AM,
208227,Economy/Coach,complete,10/28/2015 12:00:00 AM,
450796,Economy/Coach,complete,10/28/2015 12:00:00 AM,
469591,Economy/Coach,complete,10/28/2015 12:00:00 AM,
199542,Economy/Coach,complete,10/28/2015 12:00:00 AM,
164956,Economy/Coach,complete,10/28/2015 12:00:00 AM,
538524,Economy/Coach,complete,10/28/2015 12:00:00 AM,
486275,Economy/Coach,complete,10/28/2015 12:00:00 AM,
314230,Economy/Coach,complete,10/28/2015 12:00:00 AM,
485740,Economy/Coach,complete,10/29/2015 12:00:00 AM,
199562,Economy/Coach,complete,10/29/2015 12:00:00 AM,
643566,Economy/Coach,complete,10/29/2015 12:00:00 AM,
451557,Economy/Coach,complete,10/29/2015 12:00:00 AM,
199549,Economy/Coach,complete,10/29/2015 12:00:00 AM,
335817,Economy/Coach,complete,10/29/2015 12:00:00 AM,
507515,Economy/Coach,complete,10/29/2015 12:00:00 AM,
470530,Economy/Coach,complete,10/29/2015 12:00:00 AM,
486351,Economy/Coach,complete,10/29/2015 12:00:00 AM,
643579,Economy/Coach,complete,10/29/2015 12:00:00 AM,
641465,Economy/Coach,complete,10/29/2015 12:00:00 AM,
164953,Economy/Coach,complete,10/29/2015 12:00:00 AM,
507518,Business,complete,10/29/2015 12:00:00 AM,
356983,Economy/Coach,complete,10/29/2015 12:00:00 AM,
486285,Economy/Coach,complete,10/29/2015 12:00:00 AM,
451533,Economy/Coach,complete,10/29/2015 12:00:00 AM,
470365,Economy/Coach,complete,10/29/2015 12:00:00 AM,
533550,Economy/Coach,complete,10/29/2015 12:00:00 AM,
309458,Economy/Coach,complete,10/29/2015 12:00:00 AM,
419050,Economy/Coach,complete,10/29/2015 12:00:00 AM,
509130,Economy/Coach,complete,10/29/2015 12:00:00 AM,
507519,Business,complete,10/29/2015 12:00:00 AM,
538507,Economy/Coach,complete,10/29/2015 12:00:00 AM,
452147,Economy/Coach,complete,10/29/2015 12:00:00 AM,
199533,Economy/Coach,complete,10/29/2015 12:00:00 AM,
486786,Economy/Coach,complete,10/29/2015 12:00:00 AM,
486845,Economy/Coach,complete,10/29/2015 12:00:00 AM,
450813,Economy/Coach,complete,10/29/2015 12:00:00 AM,
486333,Economy/Coach,complete,10/29/2015 12:00:00 AM,
470287,Economy/Coach,complete,10/29/2015 12:00:00 AM,
533532,Economy/Coach,complete,10/29/2015 12:00:00 AM,
496677,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470592,Economy/Coach,complete,10/31/2015 12:00:00 AM,
486757,Economy/Coach,complete,10/30/2015 12:00:00 AM,
469565,Business,complete,10/30/2015 12:00:00 AM,
509154,Economy/Coach,complete,10/30/2015 12:00:00 AM,
164973,Economy/Coach,complete,10/30/2015 12:00:00 AM,
199529,Economy/Coach,complete,10/30/2015 12:00:00 AM,
165284,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470322,Economy/Coach,complete,10/30/2015 12:00:00 AM,
199564,Economy/Coach,complete,10/30/2015 12:00:00 AM,
533560,Economy/Coach,complete,10/30/2015 12:00:00 AM,
469609,Business,complete,10/30/2015 12:00:00 AM,
199572,Economy/Coach,complete,10/30/2015 12:00:00 AM,
509076,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470429,Economy/Coach,complete,10/30/2015 12:00:00 AM,
165054,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470293,Economy/Coach,complete,10/30/2015 12:00:00 AM,
452051,Economy/Coach,complete,10/30/2015 12:00:00 AM,
483268,Economy/Coach,complete,10/30/2015 12:00:00 AM,
528539,Economy/Coach,complete,10/30/2015 12:00:00 AM,
496688,Economy/Coach,complete,10/30/2015 12:00:00 AM,
486938,Economy/Coach,complete,10/30/2015 12:00:00 AM,
486762,Economy/Coach,complete,10/30/2015 12:00:00 AM,
451582,Economy/Coach,complete,10/30/2015 12:00:00 AM,
538527,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470353,Economy/Coach,complete,10/30/2015 12:00:00 AM,
137233,Economy/Coach,complete,10/30/2015 12:00:00 AM,
641442,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470439,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470431,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470410,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470334,Economy/Coach,complete,10/30/2015 12:00:00 AM,
470443,Economy/Coach,complete,10/30/2015 12:00:00 AM,
450798,Economy/Coach,complete,10/31/2015 12:00:00 AM,
